"Reino","Filo","Classe","Ordem","Familia","Genero","Nome_Cientifico","Nome_Cientifico_Anterior","Autor","Nome_Comum","Grupo","Mes_Ano_Avaliacao","Categoria","Possivemente_Extinta","Criterio","Justificativa","Endemica_Brasil","Consta_em_Lista_Nacional_Oficial","Estado","Regiao","Bioma","Bacia_Hidrografica","Unidade_de_Conservacao_Federal","Unidade_de_Conservacao_Estadual","RPPN","Migratoria","Tendencia_Populacional","Ameaca","Uso","Acao_Conservacao","Plano_de_Acao","Listas_e_Convencoes","Altitude_min_max_","Barimetria_min_max_"
"Animalia","Chordata","Amphibia","Anura","Hylidae","Boana","Boana stellae","Hypsiboas stellae","(Kwet, 2008)","Perereca","Anfíbios","09/2018","Dados Insuficientes","","","Boana stellae endêmica do Brasil, com ocorrência no bioma Mata Atlântica do estado do Rio Grande do Sul. Há registros confirmados apenas para a localidade-tipo, no município de Sinimbu, e proximidades. Outros registros atribuídos à espécie no Rio Grande do Sul necessitam confirmação, pois ela só é identificada por caracteres acústicos. Assim, sua extensão de ocorrência foi calculada em 34km2. A espécie parece ser pouco abundante e é estritamente associada a pequenos cursos de água corrente em remanescentes florestais de encostas bem preservadas. A região é bastante afetada pela agropecuária e possui alto potencial hidrelétrico, sendo incluída em planejamento hidrelétrico do estado do Rio Grande do Sul. Entretanto, sua distribuição pode ser mais ampla. Por essas razões, Boana stellae foi avaliada como Dados Insuficientes (DD).","Sim","Não","Rio Grande do Sul","|Sul|","Mata Atlântica","Sub-bacia Guaíba","","","","","Desconhecida","2 - Agropecuária e Aquacultura|2.1 - Culturas anuais e perenes não-madeireiras|2.1.4 - Agricultura de escala desconhecida 2 - Agropecuária e Aquacultura|2.3 - Pecuária|2.3.4 - Pecuária em escala desconhecida 3 - Produção energética e mineração|3.3 - Energia renovável|3.3.1 - Hidrelétricas","","Proteção de recursos/habitat","","","",""
"Animalia","Chordata","Amphibia","Anura","Hylidae","Nyctimantis","Nyctimantis pomba","Aparasphenodon pomba","(Assis, Santana, da Silva, Quintela & Feio, 2013)","Painted tree frog, Perereca, Perereca-de-capacete, Perereca-pintada","Anfíbios","09/2017","Criticamente em Perigo","Não","B1ab(iii)+2ab(iii)","Nyctimantis pomba é endêmica do Brasil, do bioma Mata Atlântica, sendo conhecida somente da localidade-tipo, que corresponde a um fragmento de mata em área particular no município de Cataguases, às margens do rio Pomba, no estado de Minas Gerais. A espécie é rara, mas tem sido encontrada com certa frequência somente em um único bambuzal associado à mata. A região onde ocorre está sob forte pressão, decorrente de queimadas, supressão de vegetação e atividades agropastoris. A extensão de ocorrência e a área de ocupação são menores que 0,50 km2, correspondendo a uma única localização, que está sujeita ao declínio de área e qualidade do hábitat devido às ameaças citadas. Por essas razões, Nyctimantis pomba foi avaliada como Criticamente em Perigo (CR) pelos critérios B1ab(iii)+2ab(iii).","Sim","Sim","Minas Gerais","|Sudeste|","Mata Atlântica","Sub-bacia Paraíba do Sul","","","","Não","Desconhecida","1 - Desenvolvimento residencial e comercial|1.2 - Áreas comerciais e industriais 2 - Agropecuária e Aquacultura|2.1 - Culturas anuais e perenes não-madeireiras|2.1.4 - Agricultura de escala desconhecida 2 - Agropecuária e Aquacultura|2.3 - Pecuária|2.3.4 - Pecuária em escala desconhecida 5 - Uso de recursos biológicos|5.3 - Extração florestal|5.3.5 - Motivação desconhecida 7 - Modificações nos sistemas naturais|7.1 - Incêndios e supressão de incêndios|7.1.1 - Aumento da frequência/intensidade de incêndios 7 - Modificações nos sistemas naturais|7.3 - Outras modificações nos ecossistemas 8 - Espécies invasoras problemáticas e doenças|8.1 - Espécies exóticas|8.1.1 - Espécie conhecida|8.1.1.1 - Competidores 8 - Espécies invasoras problemáticas e doenças|8.1 - Espécies exóticas|8.1.1 - Espécie conhecida|8.1.1.4 - Patógenos/Parasitas","","Criação de áreas protegidas, Plano de Ação Nacional (PAN), Reprodução em cativeiro/propagação artificial","Plano de Ação Nacional para conservação da Herpetofauna Ameaçada da Mata Atlântica da Região Sudeste do Brasil","Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2014, Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2022","",""
"Animalia","Chordata","Amphibia","Anura","Leptodactylidae","Lithodytes","Lithodytes lineatus","Leptodactylus lineatus","(Schneider, 1799)","","Anfíbios","05/2018","Menos Preocupante","","","Lithodytes lineatus ocorre na América do Sul, nas bacias do Orinoco e Amazônica. No Brasil, possui ampla distribuição no bioma Amazônia e áreas de transição com o Cerrado. A espécie é localmente abundante e não há evidências de ameaças que possam colocá-la em risco de extinção. Por estas razões, Lithodytes lineatus foi avaliada como Menos Preocupante (LC).","Não","Não","Acre, Amazonas, Maranhão, Mato Grosso, Pará, Rondônia, Tocantins","|Centro-Oeste|Nordeste|Norte|","Amazônia, Cerrado","Sub-bacia Madeira Sub-bacia Mearim Sub-bacia Negro Sub-bacia Purus Sub-bacia Solimões Sub-bacia Tocantins Alto Sub-bacia Trombetas Sub-bacia Xingu","PARNA Pico da Neblina, PARNA Serra do Divisor, PARNA Serra do Pardo, REBIO do Gurupi","ESTAÇÃO ECOLÓGICA DO GRÃO PARÁ, FLORESTA ESTADUAL DE FARO, FLORESTA ESTADUAL DO TROMBETAS","","","Desconhecida","","","","","","",""
"Animalia","Chordata","Amphibia","Anura","Leptodactylidae","Paratelmatobius","Paratelmatobius poecilogaster","Paratelmatobius poecilogaster","Giaretta & Castanho, 1990","Rãzinha-de-barriga-colorida, San Andre Rapids Frog","Anfíbios","09/2017","Menos Preocupante","","","Paratelmatobius poecilogaster é endêmica do Brasil, do bioma Mata Atlântica, ocorrendo dentro de várias unidades de conservação, inclusive de proteção integral. Embora sua extensão de ocorrência seja de 2.439km2, e que haja perda de vegetação nativa em algumas localidades nessa área, é possível que sua distribuição seja mais ampla, é abundante nos locais onde ocorre, os registros de ocorrência são recentes e não há ameaças evidentes que possam levá-la a risco de extinção. Por estas razões, Paratelmatobius poecilogaster foi avaliada como com Menos Preocupante (LC).","Sim","Não","São Paulo","|Sudeste|","Mata Atlântica","Sub-bacia Litoral SP Sub-bacia Paraíba do Sul Sub-bacia Tietê","","PARQUE ESTADUAL DA SERRA DO MAR, PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","","Não","Desconhecida","","","Plano de Ação Nacional (PAN)","Plano de Ação Nacional para a Conservação das Espécies Aquáticas Ameaçadas de Extinção da Bacia do Rio Paraíba do Sul, Plano de Ação Nacional para conservação da Herpetofauna Ameaçada da Mata Atlântica da Região Sudeste do Brasil","","",""
"Animalia","Chordata","Amphibia","Anura","Hylodidae","Hylodes","Hylodes caete","","Malagoli, de Sá, Canedo, and Haddad, 2017","","Anfíbios","05/2018","Menos Preocupante","","","Hylodes caete é endêmica do Brasil, do bioma Mata Atlântica, conhecida somente para a região de encostas montanhosas da Serra do Mar Serra do Mar do estado de São Paulo. Ocorre em remanescentes de florestas ombrófilas densas altomontana, montana e submontana, e sua extensão de ocorrência foi calculada em 2.137 km2. Apesar de ameaças locais, principalmente nos municípios de São Paulo e São Vicente, a espécie é frequentemente encontrada ao longo de sua distribuição e a região onde ocorre é preservada e está inserida em um mosaico de unidades de conservação. Não foram identificadas ameaças que possam colocá-la em risco de extinção. Por essas razões, Hylodes caete foi avaliada como Menos Preocupante (LC).","Sim","Não","São Paulo","|Sudeste|","Mata Atlântica","Sub-bacia Litoral RJ SP Sub-bacia Litoral SP Sub-bacia Paranapanema","","PARQUE ESTADUAL DA SERRA DO MAR, PARQUE ESTADUAL DO JURUPARÁ","","","Desconhecida","1 - Desenvolvimento residencial e comercial|1.1 - Expansão urbana 2 - Agropecuária e Aquacultura|2.1 - Culturas anuais e perenes não-madeireiras|2.1.2 - Agricultura em pequenas propriedades 6 - Distúrbios humanos|6.1 - Atividades recreacionais/turísticas","","","","","",""
"Animalia","Chordata","Amphibia","Anura","Brachycephalidae","Ischnocnema","Ischnocnema manezinho","Ischnocnema manezinho","(Garcia, 1996)","rã-manezinha, rãzinha-do-folhiço-da-ilha","Anfíbios","09/2018","Em Perigo","","B1ab(iii)","Ischnocnema manezinho é endêmica do Brasil, do bioma Mata Atlântica, com distribuição restrita à Ilha de Santa Catarina, localizada no município de Florianópolis, estado de Santa Catarina. Sua extensão de ocorrência foi estimada em 222 km2. A espécie é encontrada com facilidade no folhiço, mas somente no interior e na borda de ambientes florestados. Sua região de ocorrência é afetada pela expansão urbana e da malha viária, ocupação ilegal, mineração e turismo desordenado, atividades que provocam declínio contínuo da qualidade do hábitat da espécie e fragmentação severa do ambiente. Dada a especificidade de hábitat e a baixa capacidade de dispersão da espécie, é possível supor que sua população esteja severamente fragmentada. Por essas razões, Ischnocnema manezinho foi avaliada como Em Perigo (EN) pelo critério B1ab(iii).","Sim","Sim","Santa Catarina","|Sul|","Mata Atlântica","Sub-bacia Litoral SP PR SC","","","","Não","Desconhecida","11 - Mudanças e extremos climáticos|11.3 - Extremos térmicos 1 - Desenvolvimento residencial e comercial|1.1 - Expansão urbana 3 - Produção energética e mineração|3.2 - Mineração|3.2.3 - Extração de minérios - subsolo 4 - Transportes e serviços de transmissão|4.1 - Estradas e ferrovias 6 - Distúrbios humanos|6.1 - Atividades recreacionais/turísticas","","Plano de Ação Nacional (PAN), Proteção de recursos/habitat","Plano de Ação Nacional para a Conservação da Herpetofauna do Sul - 2º ciclo, Plano de Ação Nacional para a Conservação de Répteis e Anfíbios Ameaçados da Região Sul do Brasil","Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2014, Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2022","",""
"Animalia","Chordata","Amphibia","Anura","Bufonidae","Melanophryniscus","Melanophryniscus alipioi","Melanophryniscus alipioi","Langone, Segalla, Bornschein & de Sá, 2008","Sapinho-da-barriga-colorida","Anfíbios","09/2018","Menos Preocupante","","","Melanophryniscus alipioi é endêmica do Brasil, sendo conhecida apenas para a região sul do país, nos estados do Paraná e Santa Catarina, com extensão de ocorrência calculada em 7.453km². A espécie é bromelígena e considerada comum. Embora parte do hábitat ao longo de sua distribuição encontra-se fragmentado em decorrência da malha urbana extensa e expansão da agricultura, silvicultura e mineração, ocorre em unidade de conservação (Parque Nacional dos Campos Gerais) e em áreas extensas bem preservadas no Paraná. Não há evidências de que as ameaças possam colocar a espécie em risco de extinção. Portanto, Melanophryniscus alipioi foi categorizada como Menos Preocupante (LC).","Sim","Não","Paraná, Santa Catarina","|Sul|","Mata Atlântica","Sub-bacia Litoral RJ SP Sub-bacia Litoral SP PR SC Sub-bacia Paranapanema","PARNA Campos Gerais","","","","Desconhecida","12 - Outras ameaças 7 - Modificações nos sistemas naturais|7.1 - Incêndios e supressão de incêndios|7.1.3 - Tendência desconhecida","","Plano de Ação Nacional (PAN)","Plano de Ação Nacional para a Conservação de Répteis e Anfíbios Ameaçados da Região Sul do Brasil","","",""
"Animalia","Chordata","Amphibia","Anura","Hemiphractidae","Eotheca","Eotheca fissipes","Gastrotheca fissipes","(Boulenger, 1888)","Perereca-marsupial","Anfíbios","09/2018","Menos Preocupante","","","Eotheca fissipes é endêmica do Brasil, do bioma Mata Atlântica do nordeste do país, com registros nos estados de Sergipe, Alagoas, Pernambuco e Paraíba. Sua extensão de ocorrência foi calculada em 17.962 km2. Possui estreita relação com bromélias, onde os ovos são depositados. Apesar da coleta ilegal dessas plantas e a degradação dos ambientes florestais representarem ameaças, a espécie é frequentemente encontrada e conhecida de diversas subpopulações. Além disso, é encontrada em unidades de conservação, inclusive de proteção integral, a as ameaças não a colocam em risco de extinção em curto prazo. Por essas razões, Eotheca fissipes foi avaliada como Menos Preocupante (LC).","Sim","Não","Alagoas, Paraíba, Pernambuco, Sergipe","|Nordeste|","Mata Atlântica","Sub-bacia Litoral AL PE PB Sub-bacia Litoral SE Sub-bacia Paraíba","ESEC de Murici","ÁREA DE PROTEÇÃO AMBIENTAL ALDEIA-BEBERIBE, ÁREA DE PROTEÇÃO AMBIENTAL DE MURICÍ, PARQUE ESTADUAL DE DOIS IRMÃOS, REFúGIO DE VIDA SILVESTRE MATA DA USINA SãO JOSé","MADEIRAS, RPPN Frei Caneca","","Desconhecida","1 - Desenvolvimento residencial e comercial|1.1 - Expansão urbana 1 - Desenvolvimento residencial e comercial|1.4 - Assentamentos e pequenas propriedades rurais 2 - Agropecuária e Aquacultura|2.1 - Culturas anuais e perenes não-madeireiras|2.1.4 - Agricultura de escala desconhecida 2 - Agropecuária e Aquacultura|2.3 - Pecuária|2.3.4 - Pecuária em escala desconhecida 5 - Uso de recursos biológicos|5.3 - Extração florestal|5.3.5 - Motivação desconhecida","","Plano de Ação Nacional (PAN)","Plano de Ação Nacional para a Conservação da Herpetofauna Ameaçada da Mata Atlântica Nordestina, Plano de Ação Nacional para a Conservação da Herpetofauna do Nordeste - 2º ciclo","","",""
"Animalia","Chordata","Amphibia","Anura","Craugastoridae","Haddadus","Haddadus plicifer","Haddadus plicifer","(Boulenger, 1888)","Iguarasse-robber-frog","Anfíbios","09/2018","Dados Insuficientes","","","Haddadus plicifer é endêmica do Brasil, do bioma Mata Atlântica da região nordeste do país, com registro somente para a localidade-tipo, Igarassu, no estado de Pernambuco. A espécie foi descrita em 1888 a partir de um exemplar e há dúvidas sobre sua validade taxonômica, podendo tratar-se de sinônimo de H. binotatus. A região é bem amostrada e a espécie não foi mais registrada após sua descrição. O ambiente onde ocorre é fortemente impactado pela agricultura em larga escala. Considerando a dúvida taxonômica e as ameaças, Haddadus plicifer foi avaliada como Dados Insuficientes (DD).","Sim","Não","Pernambuco","|Nordeste|","Mata Atlântica","Sub-bacia Litoral AL PE PB","","","","","Desconhecida","2 - Agropecuária e Aquacultura|2.1 - Culturas anuais e perenes não-madeireiras|2.1.3 - Agricultura agro-industrial","","","","","",""
"Animalia","Chordata","Amphibia","Anura","Bufonidae","Melanophryniscus","Melanophryniscus montevidensis","Melanophryniscus montevidensis","(Philippi, 1902)","Sapinho-mão-vermelha-de-Montevidéu","Anfíbios","09/2018","Vulnerável","","B1ab(iii)","Melanophryniscus montevidensis ocorre no Uruguai e no Brasil, onde há registros no bioma Pampa no extremo sul do estado do Rio Grande do Sul, nos municípios de Santa Vitória do Palmar e Chuí. Trata-se de espécie de hábitat específico, encontrada somente em solos arenosos de planícies costeiras. Sua extensão de ocorrência no país foi estimada em 977 km². Não há registro da espécie em área protegida e não há aporte da população do Uruguai para as subpopulações no Brasil. Na região onde ocorre no país, há plantio em larga escala de arroz e expansão imobiliária, atividades que causam declínio contínuo da qualidade do hábitat da espécie. Considerando as ameaças e os registros conhecidos, é possível supor que a espécie tenha menos de dez localizações. Por essas razões, Melanophryniscus montevidensis foi avaliada como Vulnerável (VU) pelo critério B1ab(iii).","Não","Sim","Rio Grande do Sul","|Sul|","Pampa","Sub-bacia Litoral RS","","","","Não","Desconhecida","11 - Mudanças e extremos climáticos|11.3 - Extremos térmicos 1 - Desenvolvimento residencial e comercial|1.1 - Expansão urbana 2 - Agropecuária e Aquacultura|2.1 - Culturas anuais e perenes não-madeireiras|2.1.3 - Agricultura agro-industrial 9 - Poluição|9.3 - Agropecuária e florestal|9.3.3 - Herbicidas e pesticidas","","Plano de Ação Nacional (PAN), Proteção de locais/áreas, Proteção de recursos/habitat","Plano de Ação Nacional para a Conservação da Herpetofauna do Sul - 2º ciclo, Plano de Ação Nacional para a Conservação de Répteis e Anfíbios Ameaçados da Região Sul do Brasil","Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2022","",""
"Animalia","Chordata","Amphibia","Anura","Brachycephalidae","Brachycephalus","Brachycephalus leopardus","","Ribeiro, Firkowski & Pie, 2015","Pingo-de-ouro-leopardo","Anfíbios","09/2018","Dados Insuficientes","","","Brachycephalus leopardus é endêmica Brasil, do bioma Mata Atlântica, conhecida apenas de duas localidades da Serra do Mar no estado do Paraná: Serra do Araçatuba, no município de Tijucas do Sul, e Morro dos Perdidos, no município de Guaratuba. Levantamentos em outras áreas próximas e com características fitofisionômicas semelhantes não detectaram sua presença. Trata-se de espécie com hábitat específico, encontrada somente em floresta altomontana entre 1.400 e 1.640 metros de altitude. Nas duas localidades conhecidas há expansão de plantação de Pinus e pecuária, atividades que afetam o hábitat da espécie. No entanto, faltam informações sobre o distribuição, população e impacto das ameaças que possibilitem uma avaliação adequada do seu risco de extinção. Por essas razões, Brachycephalus leopardus foi avaliada com Dados Insuficientes (DD)","Sim","Não","Paraná","|Sul|","Mata Atlântica","Sub-bacia Litoral SP PR SC","","ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DE GUARATUBA","","Não","Desconhecida","11 - Mudanças e extremos climáticos|11.1 - Mudança/alteração de habitat 2 - Agropecuária e Aquacultura|2.2 - Silvicultura|2.2.3 - Plantações em escala desconhecida 2 - Agropecuária e Aquacultura|2.3 - Pecuária|2.3.4 - Pecuária em escala desconhecida","","Proteção de locais/áreas, Proteção de recursos/habitat","","","",""
"Animalia","Chordata","Amphibia","Anura","Brachycephalidae","Brachycephalus","Brachycephalus pombali","Brachycephalus pombali","Alves, Ribeiro, Haddad & Reis, 2006","Pingo-de-ouro","Anfíbios","09/2018","Menos Preocupante","","","Brachycephalus pombali é endêmica do Brasil, ocorre no bioma Mata Atlântica, com distribuição restrita à localidade-tipo, no Morro dos Padres, Pico da Igreja, município de Guaratuba, estado do Paraná. Apesar de estar restrita a uma única localização, a população é abundante, há registro recente (2017) e a região está conservada, pois o relevo é bastante acidentado, não favorecendo atividades agrícolas ou pastoris. Além disso, a área está em uma unidade de conservação de proteção integral (Parque Nacional Guaricana). Assim, não foram identificadas ameaças que possam colocar a espécie em risco de extinção. Por isso, Brachycephalus pombali foi avaliada como Menos Preocupante (LC).","Sim","Não","Paraná","|Sul|","Mata Atlântica","Sub-bacia Litoral SP PR SC","PARNA Guaricana","ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DE GUARATUBA","","Não","Desconhecida","","","Plano de Ação Nacional (PAN), Proteção de recursos/habitat","Plano de Ação Nacional para a Conservação de Répteis e Anfíbios Ameaçados da Região Sul do Brasil","","",""
"Animalia","Chordata","Amphibia","Anura","Brachycephalidae","Brachycephalus","Brachycephalus pulex","Brachycephalus pulex","Napoli, Caramaschi, Cruz & Dias, 2011","Sapinho-pulga","Anfíbios","09/2018","Menos Preocupante","","","Brachycephalus pulex é endêmica do Brasil, conhecida apenas para três localidades na Mata Atlântica do sul do estado da Bahia, em ambiente de floresta submontana úmida, entre 800 e 930 metros de altitude. Embora sua extensão de ocorrência seja de apenas 8 km2, a espécie é abundante e é frequentemente registrada localidades. Ocorre em áreas bem preservadas e todos os registros foram efetuados em unidades de conservação, inclusive de proteção integral, não havendo ameaças que a coloquem em risco de extinção em curto prazo. Por essas razões, Brachycephalus pulex foi avaliada como Menos Preocupante (LC).","Sim","Não","Bahia","|Nordeste|","Mata Atlântica","Sub-bacia Contas Sub-bacia Jequitinhonha","PARNA Serra das Lontras","","","","Desconhecida","","","Criação de áreas protegidas, Expansão de áreas protegidas, Identificação de novas áreas protegidas, Implementação de corredores, Proteção de recursos/habitat","","","",""
"Animalia","Chordata","Amphibia","Anura","Hylidae","Dendropsophus","Dendropsophus kamagarini","","Rivadeneira, Venegas, and Ron, 2018","","Anfíbios","05/2018","Menos Preocupante","","","Dendropsophus kamagarini ocorre na região amazônica do Brasil, Peru e Bolívia. No Brasil, possui registros de ocorrência no município de Rio Branco, estado do Acre, e no município de Porto Velho, estado de Rondônia. Embora seja conhecida de poucos registros no Brasil e ocorra em uma região que está sob forte pressão antrópica, considerada uma nova fronteira agrícola, a espécie provavelmente possui distribuição mais ampla no país e é oportunista quanto ao uso do hábitat. Não há evidência de que as ameaças possam colocá-la em risco de extinção. Por essas razões, Dendropsophus kamagarini avaliada como Menos Preocupante (LC).","Não","Não","Acre, Rondônia","|Norte|","Amazônia","Sub-bacia Madeira Sub-bacia Purus","","","","Não","Desconhecida","2 - Agropecuária e Aquacultura|2.1 - Culturas anuais e perenes não-madeireiras 2 - Agropecuária e Aquacultura|2.3 - Pecuária","","","","","",""
"Animalia","Chordata","Amphibia","Anura","Leptodactylidae","Pseudopaludicola","Pseudopaludicola florencei","","Andrade, Haga, Lyra, Leite, Kwet, Haddad, Toledo & Giaretta, 2018","","Anfíbios","09/2018","Menos Preocupante","","","Pseudopaludicola florencei é endêmica do Brasil, com distribuição conhecida para os estados da Bahia e Minas Gerais. A espécie apresenta plasticidade ambiental e é abundante, sendo encontrada em ambientes abertos próximos a áreas urbanas. Não são conhecidas ameaças que possam colocá-la em risco de extinção em curto prazo. Portanto, Pseudopaludicola florencei foi categorizada como Menos Preocupante (LC).","Sim","Não","Bahia, Minas Gerais","|Nordeste|Sudeste|","Caatinga, Mata Atlântica","Sub-bacia Itapecuru-Paraguaçu Sub-bacia Litoral BA ES","","","","","Desconhecida","","","","","","",""
"Animalia","Chordata","Amphibia","Anura","Hylidae","Dendropsophus","Dendropsophus bokermanni","Dendropsophus bokermanni","(Goin, 1960)","Bokermann's Tarauaca Treefrog","Anfíbios","06/2017","Menos Preocupante","","","Dendropsophus bokermanni possui ampla distribuição na bacia do Alto rio Amazonas, com ocorrência no Brasil, Peru, Equador e Colômbia. No Brasil, foi registrada nos estados do Acre e Rondônia, podendo ocorrer também no estado do Amazonas. A espécie utiliza ambientes florestais primários e secundários, é comum e ocorre em uma região bem preservada, sem ameaças evidentes que possam colocá-la em risco de extinção. Por essas razões, Dendropsophus bokermanni foi avaliada como Menos Preocupante (LC).","Não","Não","Acre, Rondônia","|Norte|","Amazônia","Sub-bacia Madeira Sub-bacia Solimões","RESEX Alto Juruá, RESEX Riozinho da Liberdade","","","Não","Estável","","","","","","",""
"Animalia","Chordata","Amphibia","Anura","Bufonidae","Amazophrynella","Amazophrynella bokermanni","Amazophrynella bokermanni","(Izecksohn, 1994)","","Anfíbios","06/2017","Menos Preocupante","","","Amazophrynella bokermanni é endêmica do Brasil, do bioma Amazônia, com registros de ocorrência para os estados do Amazonas e Pará. A espécie é comum, abundante e ocorre em ambiente preservado, sem ameaças significativas. Por essas razões, Amazophrynella bokermanni foi avaliada como Menos Preocupante (LC).","Sim","Não","Amazonas, Pará","|Norte|","Amazônia","Sub-bacia Madeira Sub-bacia Paru Sub-bacia Tapajós Sub-bacia Tocantins Baixo Sub-bacia Trombetas","FLONA Pau-Rosa, RESEX Tapajós-Arapiuns","FLORESTA ESTADUAL DE FARO","","Não","Desconhecida","","","","","","",""
"Animalia","Chordata","Amphibia","Anura","Bufonidae","Amazophrynella","Amazophrynella minuta","Amazophrynella minuta","(Melin, 1941)","Amazonian Tiny Tree Toad, Tiny Tree Toad","Anfíbios","06/2017","Menos Preocupante","","","Amazophrynella minuta ocorre no Brasil, Venezuela e Colômbia. No Brasil, os registros confirmados são para o noroeste do estado do Amazonas, nos municípios de São Gabriel da Cachoeira e Japurá. A região é isolada e preservada, não havendo ameaças que possam colocá-la em risco de extinção. Por essas razões, Amazophrynella minuta foi avaliada como Menos Preocupante (LC).","Não","Não","Amazonas","|Norte|","Amazônia","Sub-bacia Negro Sub-bacia Solimões","","","","Não","Desconhecida","","","","","","",""
"Animalia","Chordata","Amphibia","Anura","Bufonidae","Amazophrynella","Amazophrynella vote","Amazophrynella vote","Ávila, Carvalho, Gordo, Kawashita-Ribeiro, & Morais, 2012","","Anfíbios","06/2017","Menos Preocupante","","","Amazophrynella vote é endêmica do Brasil, do bioma Amazônia, com registros para os estados do Amazonas, Rondônia e Mato Grosso. Embora existam ameaças em alguns locais dentro de sua extensão de ocorrência, especialmente na porção sul de sua distribuição, não são conhecidas ameaças que possam afetar a espécie ao ponto de colocá-la em risco de extinção. Por essas razões, Amazophrynella vote foi avaliada como Menos Preocupante (LC).","Sim","Não","Amazonas, Mato Grosso, Rondônia","|Centro-Oeste|Norte|","Amazônia","Sub-bacia Madeira Sub-bacia Purus Sub-bacia Tapajós","PARNA Nascentes do Lago Jari, REBIO do Jaru","PARQUE ESTADUAL GUARIBA, RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL DO JUMA","","Não","Desconhecida","2 - Agropecuária e Aquacultura|2.1 - Culturas anuais e perenes não-madeireiras|2.1.3 - Agricultura agro-industrial 2 - Agropecuária e Aquacultura|2.3 - Pecuária|2.3.3 - Pecuária agro-industrial 3 - Produção energética e mineração|3.2 - Mineração 3 - Produção energética e mineração|3.3 - Energia renovável|3.3.1 - Hidrelétricas 5 - Uso de recursos biológicos|5.3 - Extração florestal","","Criação de áreas protegidas","","","",""
"Animalia","Chordata","Amphibia","Anura","Ceratophryidae","Ceratophrys","Ceratophrys cornuta","Ceratophrys cornuta","(Linnaeus, 1758)","Bell's Ceratophrys, Horned Frog, Horned Toad, Rana Cornuda, Sapo Cuaima Cornudo, Surinam Horned Frog","Anfíbios","06/2017","Menos Preocupante","","","Ceratophrys cornuta ocorre na América do Sul, onde é amplamente distribuída em toda a bacia do rio Amazonas e ao sul do rio Orinoco, com registros para a Colômbia, Equador, Peru, Guianas e Brasil. No Brasil, também possui distribuição ampla, podendo ser encontrada nos estados do Amazonas, Acre, Pará, Rondônia e Mato Grosso. Não há ameaças evidentes que possam colocá-la em risco de extinção. Por essas razões, Ceratophrys cornuta foi avaliada como Menos Preocupante (LC).","Não","Não","Acre, Amapá, Amazonas, Mato Grosso, Pará, Rondônia","|Centro-Oeste|Norte|","Amazônia","Sub-bacia Amapá Litoral Sub-bacia Araguaia Sub-bacia Foz Amazonas Sub-bacia Madeira Sub-bacia Purus Sub-bacia Solimões Sub-bacia Tapajós Sub-bacia Tocantins Baixo Sub-bacia Trombetas Sub-bacia Xingu","ESEC da Terra do Meio, FLONA Amapá, FLONA Carajás, PARNA Amazônia, PARNA Pacaás Novos, PARNA Serra do Divisor, PARNA Serra do Pardo, REBIO Uatumã, RESEX Alto Juruá, RESEX Ituxi, RESEX Médio Purus, RESEX Riozinho da Liberdade, RESEX Riozinho do Anfrísio","PARQUE ESTADUAL DE GUAJARÁ-MIRIM, RESERVA BIOLÓGICA RIO OURO PRETO","CRISTALINO III","Não","Desconhecida","","","","","","",""
"Animalia","Chordata","Amphibia","Anura","Hylodidae","Crossodactylus","Crossodactylus trachystomus","Crossodactylus trachystomus","(Reinhardt & Lütken, 1862)","","Anfíbios","06/2017","Menos Preocupante","","","Crossodactylus trachystomus é endêmica do Brasil, com ocorrência na Serra do Espinhaço do estado de Minas Gerais. A espécie não é registrada desde meados de 1980 em duas localidades, porém, sua área de distribuição aumentou em 2015, após C. bokermanni ser considerado seu sinônimo júnior. Sua atual extensão de ocorrência foi calculada em 8.476 km2. Embora exista perda de vegetação nativa em alguns locais nessa região, principalmente em decorrência do fogo e expansão urbana, não há ameaças evidentes que possam colocá-la em risco de extinção, uma vez que ocorre também em diversas unidades de conservação, inclusive de proteção integral. Por essas razões, Crossodactylus trachystomus foi avaliada como Menos Preocupante (LC).","Sim","Não","Minas Gerais","|Sudeste|","Cerrado, Mata Atlântica","Sub-bacia Doce Sub-bacia Jequitinhonha Sub-bacia São Francisco Alto","APA do Morro da Pedreira, PARNA da Serra do Cipó","ÁREA DE PROTEÇÃO AMBIENTAL ÁGUAS VERTENTES, ÁREA DE PROTEÇÃO AMBIENTAL SUL-RMBH, PARQUE ESTADUAL PICO DO ITAMBÉ, PARQUE ESTADUAL RIO PRETO","RPPN dos Feixos","","Desconhecida","","","","","","",""
